Baggi Vambraces :  2 Great Baggi Claw, 3 Baggi Scale, 2 Velvety Hide, 5 Ice Crystal
Baggi Coil :  2 Baggi Scale, 1 Great Baggi Claw, 3 Baggi Hide, 1 Isisium
Baggi Greaves :  2 Sleep Sac, 3 Baggi Hide, 2 Velvety Hide, 1 Isisium
Baggi Cap :  3 Baggi Hide, 2 Great Baggi Claw, 1 Sleep Sac, 5 Ice Crystal
Baggi Vest :  2 Leader's Crest, 2 Baggi Hide, 3 Baggi Scale, 2 Isisium
Baggi Guards :  2 Great Baggi Claw, 3 Baggi Scale, 2 Velvety Hide, 5 Ice Crystal
Baggi Coat :  2 Baggi Scale, 1 Great Baggi Claw, 3 Baggi Hide, 1 Isisium
Baggi Leggings :  2 Sleep Sac, 3 Baggi Hide, 2 Velvety Hide, 1 Isisium
Barroth Helm :  3 Barroth Shell, 1 Barroth Scalp, 2 Rhenoplos Scalp, 3 Rhenoplos Shell
Barroth Mail :  1 Barroth Ridge, 3 Barroth Shell, 3 Monster Bone M, 3 Rhenoplos Shell
Barroth Vambraces :  2 Barroth Claw, 2 Barroth Ridge, 2 Barroth Shell, 3 Monster Bone M
Barroth Faulds :  2 Barroth Ridge, 2 Barroth Shell, 1 Barroth Tail, 5 Fertile Mud
Barroth Greaves :  3 Barroth Shell, 1 Barroth Scalp, 2 Rhenoplos Scalp, 5 Fertile Mud
Barroth Cap :  3 Barroth Shell, 1 Barroth Scalp, 2 Rhenoplos Scalp, 3 Rhenoplos Shell
Barroth Vest :  1 Barroth Ridge, 3 Barroth Shell, 3 Monster Bone M, 3 Rhenoplos Shell
Barroth Guards :  2 Barroth Claw, 2 Barroth Ridge, 2 Barroth Shell, 3 Monster Bone M
Barroth Coat :  2 Barroth Ridge, 2 Barroth Shell, 1 Barroth Tail, 5 Fertile Mud
Barroth Leggings :  3 Barroth Shell, 1 Barroth Scalp, 2 Rhenoplos Scalp, 5 Fertile Mud
Gobul Helm :  2 Gobul Whisker, 1 Gobul Lantern, 3 Gobul Hide, 5 Monster Bone M
Gobul Mail :  3 Gobul Hide, 2 Gobul Fin, 2 Gobul Spike, 3 Monster Bone L
Gobul Vambraces :  1 Gobul Fin, 2 Gobul Spike, 3 Gobul Hide, 3 Paralysis Sac
Gobul Faulds :  3 Gobul Hide, 2 Gobul Spike, 1 Gobul Whisker, 1 Gobul Lantern
Gobul Greaves :  2 Gobul Spike, 4 Gobul Hide, 1 Gobul Fin, 5 Monster Bone M
Gobul Cap :  2 Gobul Whisker, 1 Gobul Lantern, 3 Gobul Hide, 5 Monster Bone M
Gobul Vest :  3 Gobul Hide, 2 Gobul Fin, 2 Gobul Spike, 3 Monster Bone L
Gobul Guards :  1 Gobul Fin, 2 Gobul Spike, 3 Gobul Hide, 3 Paralysis Sac
Gobul Coat :  3 Gobul Hide, 2 Gobul Spike, 1 Gobul Whisker, 1 Gobul Lantern
Gobul Leggings :  2 Gobul Spike, 4 Gobul Hide, 1 Gobul Fin, 5 Monster Bone M
Rathian Helm :  4 Rathian Scale, 3 Rathian Shell, 2 Flame Sac, 3 Isisium
Rathian Mail :  2 Rathian Shell, 1 Rathian Plate, 2 Rathian Webbing, 1 Lightcrystal
Rathian Vambraces :  2 Rath Talon, 3 Rathian Scale, 1 Rathian Spike, 2 Isisium
Rathian Faulds :  2 Rathian Webbing, 2 Rathian Shell, 3 Rathian Scale, 2 Isisium
Rathian Greaves :  3 Rathian Scale, 3 Rathian Shell, 1 Rathian Spike, 10 Wyvern Claw
Rathian Cap :  4 Rathian Scale, 3 Rathian Shell, 2 Flame Sac, 3 Isisium
Rathian Vest :  2 Rathian Shell, 1 Rathian Plate, 2 Rathian Webbing, 1 Lightcrystal
Rathian Guards :  2 Rath Talon, 3 Rathian Scale, 1 Rathian Spike, 2 Isisium
Rathian Coat :  2 Rathian Webbing, 2 Rathian Shell, 3 Rathian Scale, 2 Isisium
Rathian Leggings :  3 Rathian Scale, 3 Rathian Shell, 1 Rathian Spike, 10 Wyvern Claw
Gigginox Helm :  2 Flabby Hide, 1 Fearsome Maw, 2 Velvety Hide, 3 Killer Beetle
Gigginox Mail :  2 Unnerving Talon, 3 Flabby Hide, 3 Velvety Hide, 3 Monster Fluid
Gigginox Vambraces :  2 Flabby Hide, 1 Uncanny Hide, 2 Monster Fluid, 5 Antiseptic Stone
Gigginox Faulds :  3 Flabby Hide, 1 Uncanny Hide, 3 Pale Extract, 2 Monster Fluid
Gigginox Greaves :  2 Flabby Hide, 3 Velvety Hide, 2 Poison Sac, 5 Antiseptic Stone
Gigginox Cap :  2 Flabby Hide, 1 Fearsome Maw, 2 Velvety Hide, 3 Killer Beetle
Gigginox Vest :  2 Unnerving Talon, 3 Flabby Hide, 3 Velvety Hide, 3 Monster Fluid
Gigginox Guards :  2 Flabby Hide, 1 Uncanny Hide, 2 Monster Fluid, 5 Antiseptic Stone
Gigginox Coat :  3 Flabby Hide, 1 Uncanny Hide, 3 Pale Extract, 2 Monster Fluid
Gigginox Leggings :  2 Flabby Hide, 3 Velvety Hide, 2 Poison Sac, 5 Antiseptic Stone
Ingot Helm :  2 Dragonite Ore, 5 Machalite Ore, 2 Iron Ore, 1 Rare Scarab
Ingot Mail :  4 Dragonite Ore, 1 Firestone, 2 Pelagicite Ore, 4 Antiseptic Stone
Ingot Vambraces :  2 Dragonite Ore, 3 Lightcrystal, 5 Machalite Ore, 2 Iron Ore
Ingot Coil :  4 Dragonite Ore, 1 Firestone, 3 Isisium, 5 Earth Crystal
Ingot Greaves :  3 Dragonite Ore, 3 Isisium, 5 Machalite Ore, 10 Iron Ore
Ingot Cap :  2 Dragonite Ore, 5 Machalite Ore, 2 Iron Ore, 1 Rare Scarab
Ingot Vest :  4 Dragonite Ore, 1 Firestone, 2 Pelagicite Ore, 4 Antiseptic Stone
Ingot Guards :  2 Dragonite Ore, 3 Lightcrystal, 5 Machalite Ore, 2 Iron Ore
Ingot Coat :  4 Dragonite Ore, 1 Firestone, 3 Isisium, 5 Earth Crystal
Ingot Leggings :  3 Dragonite Ore, 3 Isisium, 5 Machalite Ore, 10 Iron Ore
Lagiacrus Helm :  2 Lagiacrus Horn, 3 Lagiacrus Hide, 3 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Mail :  3 Lagiacrus Hide, 1 Shell Shocker, 4 Lagiacrus Scale, 1 Firestone
Lagiacrus Vambraces :  2 Lagiacrus Claw, 2 Lagiacrus Hide, 4 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Faulds :  1 Lagiacrus Horn, 2 Shell Shocker, 4 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Greaves :  2 Lagiacrus Scale, 1 Lagiacrus Hide, 1 Lagiacrus Plate, 1 Rare Scarab
Lagiacrus Cap :  2 Lagiacrus Horn, 3 Lagiacrus Hide, 3 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Vest :  3 Lagiacrus Hide, 1 Shell Shocker, 4 Lagiacrus Scale, 1 Firestone
Lagiacrus Guards :  2 Lagiacrus Claw, 2 Lagiacrus Hide, 4 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Coat :  1 Lagiacrus Horn, 2 Shell Shocker, 4 Lagiacrus Scale, 2 Dragonite Ore
Lagiacrus Leggings :  2 Lagiacrus Scale, 1 Lagiacrus Hide, 1 Lagiacrus Plate, 1 Rare Scarab
Rathalos Helm :  3 Rathalos Shell, 4 Rathalos Scale, 3 Firestone, 3 Dragonite Ore
Rathalos Mail :  4 Rathalos Shell, 1 Rath Marrow, 4 Rathalos Scale, 3 Dragonite Ore
Rathalos Vambraces :  4 Rathalos Scale, 1 Rathalos Plate, 3 Rath Talon, 3 Flame Sac
Rathalos Faulds :  4 Rathalos Webbing, 4 Rathalos Shell, 1 Rathalos Tail, 3 Dragonite Ore
Rathalos Greaves :  4 Rathalos Scale, 3 Rathalos Webbing, 1 Rath Marrow, 1 Rare Scarab
Rathalos Cap :  3 Rathalos Shell, 4 Rathalos Scale, 3 Firestone, 3 Dragonite Ore
Rathalos Vest :  4 Rathalos Shell, 1 Rath Marrow, 4 Rathalos Scale, 3 Dragonite Ore
Rathalos Guards :  4 Rathalos Scale, 1 Rathalos Plate, 3 Rath Talon, 3 Flame Sac
Rathalos Coat :  4 Rathalos Webbing, 4 Rathalos Shell, 1 Rathalos Tail, 3 Dragonite Ore
Rathalos Leggings :  4 Rathalos Scale, 3 Rathalos Webbing, 1 Rath Marrow, 1 Rare Scarab
Barioth Helm :  2 Amber Tusks, 2 Barioth Claw, 3 Barioth Pelt, 3 Frost Sac
Barioth Mail :  4 Barioth Shell, 1 Barioth Spike, 2 Amber Tusks, 4 Baggi Scale
Barioth Vambraces :  2 Barioth Claw, 4 Barioth Shell, 2 Great Baggi Claw, 4 Baggi Scale
Barioth Faulds :  2 Barioth Pelt, 4 Barioth Shell, 1 Leader's Crest, 3 Monster Bone L
Barioth Greaves :  4 Barioth Shell, 2 Barioth Pelt, 4 Baggi Hide, 3 Monster Bone L
Barioth Cap :  2 Amber Tusks, 2 Barioth Claw, 3 Barioth Pelt, 3 Frost Sac
Barioth Vest :  4 Barioth Shell, 1 Barioth Spike, 2 Amber Tusks, 4 Baggi Scale
Barioth Guards :  2 Barioth Claw, 4 Barioth Shell, 2 Great Baggi Claw, 4 Baggi Scale
Barioth Coat :  2 Barioth Pelt, 4 Barioth Shell, 1 Leader's Crest, 3 Monster Bone L
Barioth Leggings :  4 Barioth Shell, 2 Barioth Pelt, 4 Baggi Hide, 3 Monster Bone L
Diablos Helm :  3 Diablos Fang, 4 Twisted Horn, 5 Diablos Shell, 1 Diablos Marrow
Diablos Mail :  2 Diablos Ridge, 1 Majestic Horn, 5 Diablos Shell, 1 Diablos Tailcase
Diablos Vambraces :  5 Diablos Shell, 4 Diablos Fang, 1 Diablos Marrow, 1 Diablos Tailcase
Diablos Cap :  3 Diablos Fang, 4 Twisted Horn, 5 Diablos Shell, 1 Diablos Marrow
Diablos Vest :  2 Diablos Ridge, 1 Majestic Horn, 5 Diablos Shell, 1 Diablos Tailcase
Diablos Guards :  5 Diablos Shell, 4 Diablos Fang, 1 Diablos Marrow, 1 Diablos Tailcase
Uragaan Helm :  2 Uragaan Jaw, 5 Uragaan Scale, 3 Uragaan Shell, 3 Monster Bone L
Uragaan Mail :  1 Uragaan Scute, 5 Uragaan Scale, 3 Uragaan Jaw, 3 Firestone
Uragaan Vambraces :  4 Uragaan Shell, 1 Uragaan Scute, 5 Monster Bone L, 3 Firestone
Uragaan Faulds :  4 Uragaan Scale, 1 Uragaan Scute, 3 Uragaan Shell, 3 Monster Bone L
Uragaan Greaves :  1 Uragaan Marrow, 5 Uragaan Scale, 4 Uragaan Shell, 3 Monster Bone L
Uragaan Cap :  2 Uragaan Jaw, 5 Uragaan Scale, 3 Uragaan Shell, 3 Monster Bone L
Uragaan Vest :  1 Uragaan Scute, 5 Uragaan Scale, 3 Uragaan Jaw, 3 Firestone
Uragaan Guards :  4 Uragaan Shell, 1 Uragaan Scute, 5 Monster Bone L, 3 Firestone
Uragaan Coat :  4 Uragaan Scale, 1 Uragaan Scute, 3 Uragaan Shell, 3 Monster Bone L
Uragaan Leggings :  1 Uragaan Marrow, 5 Uragaan Scale, 4 Uragaan Shell, 3 Monster Bone L
Agnaktor Helm :  4 Agnaktor Shell, 1 Agnaktor Fin, 1 Agnaktor Beak, 3 Firestone
Agnaktor Mail :  3 Agnaktor Hide, 2 Agnaktor Claw, 3 Agnaktor Scale, 1 Agnaktor Beak
Agnaktor Vambraces :  2 Agnaktor Claw, 4 Agnaktor Shell, 3 Agnaktor Scale, 5 Uroktor Scale
Agnaktor Faulds :  4 Agnaktor Shell, 4 Agnaktor Hide, 2 Agnaktor Fin, 5 Uroktor Scale
Agnaktor Greaves :  2 Agnaktor Scale, 4 Agnaktor Shell, 4 Agnaktor Hide, 5 Uroktor Scale
Agnaktor Cap :  4 Agnaktor Shell, 1 Agnaktor Fin, 1 Agnaktor Beak, 3 Firestone
Agnaktor Vest :  3 Agnaktor Hide, 2 Agnaktor Claw, 3 Agnaktor Scale, 1 Agnaktor Beak
Agnaktor Guards :  2 Agnaktor Claw, 4 Agnaktor Shell, 3 Agnaktor Scale, 5 Uroktor Scale
Agnaktor Coat :  4 Agnaktor Shell, 4 Agnaktor Hide, 2 Agnaktor Fin, 5 Uroktor Scale
Agnaktor Leggings :  2 Agnaktor Scale, 4 Agnaktor Shell, 4 Agnaktor Hide, 5 Uroktor Scale
Helios Helm/Selene Helm :  2 Ceadeus Hide, 2 Crooked Horn, 2 Luminous Organ
Helios Mail/Selene Mail :  2 Ceadeus Scale, 2 Ceadeus Fur, 1 Deep Dragongem
Helios Vambraces/Selene Vambraces :  2 Ceadeus Hide, 2 Ceadeus Scale, 1 Luminous Organ
Helios Coil/Selene Coil :  2 Ceadeus Scale, 2 Ceadeus Fur, 1 Luminous Organ
Helios Greaves/Selene Greaves :  2 Ceadeus Hide, 2 Ceadeus Scale, 1 Lagiacrus Plate
Helios Cap/Selene Cap :  2 Ceadeus Hide, 2 Crooked Horn, 2 Luminous Organ
Helios Vest/Selene Vest :  2 Ceadeus Scale, 2 Ceadeus Fur, 1 Deep Dragongem
Helios Guards/Selene Guards :  2 Ceadeus Hide, 2 Ceadeus Scale, 1 Luminous Organ
Helios Coat/Selene Coat :  2 Ceadeus Scale, 2 Ceadeus Fur, 1 Luminous Organ
Helios Leggings/Selene Leggings :  2 Ceadeus Hide, 2 Ceadeus Scale, 1 Lagiacrus Plate
Yamato Kabuto/Hinata Hachigane :  2 Mohran Shell, 1 Mohran Scale, 2 Sturdy Fang, 3 Firestone
Yamato Muneate/Hinata Muneate :  2 Mohran Shell, 2 Mohran Scale, 1 Earth Dragongem, 5 Dragonite Ore
Yamato Kote/Hinata Kote :  1 Mohran Shell, 2 Mohran Brace, 2 Mohran Scale, 3 Rare Scarab
Yamato Koshiate/Hinata Koshiate :  3 Mohran Shell, 1 Mohran Brace, 3 Mohran Scale, 3 Firestone
Yamato Gusoku/Hinata Hakama :  2 Mohran Shell, 2 Mohran Brace, 2 Mohran Scale, 3 Rare Scarab
Mutsu Eboshi/Amagi Hachigane :  2 Mohran Shell, 1 Mohran Scale, 2 Sturdy Fang, 3 Firestone
Mutsu Muneate/Amagi Muneate :  2 Mohran Shell, 2 Mohran Scale, 1 Earth Dragongem, 5 Dragonite Ore
Mutsu Kote/Amagi Kote :  1 Mohran Shell, 2 Mohran Brace, 2 Mohran Scale, 3 Rare Scarab
Mutsu Koshiate/Amagi Koshiate :  3 Mohran Shell, 1 Mohran Brace, 3 Mohran Scale, 3 Firestone
Mutsu Gusoku/Amagi Hakama :  2 Mohran Shell, 2 Mohran Brace, 2 Mohran Scale, 3 Rare Scarab
Guild Bard Lobos/Scholar's Beret :  1 Pinnacle Coin, 4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Barroth Coin
Guild Bard Bolero/Scholar's Blouse :  1 Pinnacle Coin, 4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Barroth Coin
Guild Bard Braces/Scholar's Gloves :  1 Pinnacle Coin, 3 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Guild Bard Coil/Scholar's Skirt :  1 Pinnacle Coin, 3 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Guild Bard Boots/Scholar's Socks :  1 Pinnacle Coin, 4 Gobul Coin, 4 Rathalos Coin, 3 Barioth Coin
Guild Bard Hat/Scholar's Cap :  1 Pinnacle Coin, 4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Barroth Coin
Guild Bard Vest/Scholar's Vest :  1 Pinnacle Coin, 4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Barroth Coin
Guild Bard Sleeves/Scholar's Sleeves :  1 Pinnacle Coin, 3 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Guild Bard Coat/Scholar's Mini :  1 Pinnacle Coin, 3 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Guild Bard Gaiters/Scholar's Sandals :  1 Pinnacle Coin, 4 Gobul Coin, 4 Rathalos Coin, 3 Barioth Coin
Ranger's Headgear :  4 Great Jaggi Coin, 4 Qurupeco Coin, 4 Rathalos Coin
Ranger's Girdle :  4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Lagiacrus Coin
Ranger's Gauntlets :  3 R.Ludroth Coin, 4 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Ranger's Faulds :  3 R.Ludroth Coin, 3 Rathian Coin, 2 Lagiacrus Coin, 3 Uragaan Coin
Ranger's Espadrilles :  4 Gobul Coin, 1 Barroth Coin, 3 Barioth Coin
Archer's Turban :  4 Great Jaggi Coin, 4 Qurupeco Coin, 4 Rathalos Coin
Archer's Girdle :  4 Great Jaggi Coin, 4 Qurupeco Coin, 3 Lagiacrus Coin
Archer's Gauntlets :  3 R.Ludroth Coin, 4 Rathian Coin, 3 Lagiacrus Coin, 2 Uragaan Coin
Archer's Bandolier :  3 R.Ludroth Coin, 3 Rathian Coin, 2 Lagiacrus Coin, 3 Uragaan Coin
Archer's Espadrilles :  4 Gobul Coin, 1 Barroth Coin, 3 Barioth Coin
Piscine Mask+ :  5 Bird Wyvern Bone, 3 Blue Kelbi Horn, 10 Airweed
Piscine Belt+ :  2 Quality Fin, 3 Immature Sponge, 2 Pelagicite Ore
Piscine Leggings+ :  4 Quality Fin, 5 Hydro Hide, 10 Waterblock Seed
Piscine Snorkel+ :  5 Bird Wyvern Bone, 3 Blue Kelbi Horn, 10 Airweed
Piscine Tank+ :  2 Quality Fin, 3 Immature Sponge, 2 Pelagicite Ore
Piscine Pants+ :  4 Quality Fin, 5 Hydro Hide, 10 Waterblock Seed
Leather Helm+ :  1 High-qualty Pelt, 4 Warm Pelt, 3 Killer Beetle
Leather Mail+ :  2 High-qualty Pelt, 5 Warm Pelt, 2 Rare Scarab
Leather Vambraces+ :  1 High-qualty Pelt, 2 Warm Pelt, 3 Bird Wyvern Bone
Leather Faulds+ :  1 High-qualty Pelt, 3 Warm Pelt, 5 Gluehopper
Leather Greaves+ :  1 High-qualty Pelt, 2 Warm Pelt, 3 Bird Wyvern Bone
Leather Cap+ :  1 High-qualty Pelt, 4 Warm Pelt, 3 Killer Beetle
Leather Vest+ :  2 High-qualty Pelt, 5 Warm Pelt, 2 Rare Scarab
Leather Guards+ :  1 High-qualty Pelt, 2 Warm Pelt, 3 Bird Wyvern Bone
Leather Coat+ :  1 High-qualty Pelt, 3 Warm Pelt, 5 Gluehopper
Leather Leggings+ :  1 High-qualty Pelt, 2 Warm Pelt, 3 Bird Wyvern Bone
Chainmail Helm+ :  1 Carbalite Ore, 10 Iron Ore, 5 Machalite Ore
Chainmail Armor+ :  3 Carbalite Ore, 5 Machalite Ore, 3 Pelagicite Ore, 3 High-qualty Pelt
Chainmail Vambraces+ :  3 Carbalite Ore, 10 Iron Ore, 7 Earth Crystal
Chainmail Faulds+ :  1 Carbalite Ore, 7 Earth Crystal, 3 Pelagicite Ore
