Acorn Helm : Palico Ticket x1,Bealite Ore x4,Scatternut x5,Felvine x5,###,1 オトモチケット,4 ベアライト石,5 はじけクルミ,5 マタタビ
Acorn Cap : Palico Ticket x1,Bealite Ore x4,Scatternut x5,Felvine x5,###,1 オトモチケット,4 ベアライト石,5 はじけクルミ,5 マタタビ
Acorn Helm S : Carbalite Ore x3,Palico Ticket x2,Firestone x5,Dinovaldo Fl. Sac x3,###,3 カブレライト鉱石,2 オトモチケット,5 紅蓮石,3 赤熱した火炎嚢
Acorn Cap S : Carbalite Ore x3,Palico Ticket x2,Firestone x5,Dinovaldo Fl. Sac x3,###,3 カブレライト鉱石,2 オトモチケット,5 紅蓮石,3 赤熱した火炎嚢
Acorn Mail : Palico Ticket x1,Bealite Ore x4,Bomberry x5,Felvine x5,###,1 オトモチケット,4 ベアライト石,5 カクサンの実,5 マタタビ
Acorn Mail S : Carbalite Ore x3,Palico Ticket x2,Firestone x5,Uragaan Scute x4,###,3 カブレライト鉱石,2 オトモチケット,5 紅蓮石,4 爆鎚竜の耐熱殻
Acorn Vest : Palico Ticket x1,Bealite Ore x4,Bomberry x5,Felvine x5,###,1 オトモチケット,4 ベアライト石,5 カクサンの実,5 マタタビ
Acorn Vest S : Carbalite Ore x3,Palico Ticket x2,Firestone x5,Uragaan Scute x4,###,3 カブレライト鉱石,2 オトモチケット,5 紅蓮石,4 爆鎚竜の耐熱殻
Aelucanth Vertex : Butterfly Beetle x1,Lava Nugget x1,Thunderbug x3,Flashbug x10,###,1 オオクワアゲハ,1 溶岩塊,3 雷光虫,10 光蟲
Aelucanth Clypeus : Butterfly Beetle x1,Lava Nugget x1,Thunderbug x3,Flashbug x10,###,1 オオクワアゲハ,1 溶岩塊,3 雷光虫,10 光蟲
Aelucanth Thorax : Butterfly Beetle x1,Lava Nugget x1,Pale Extract x3,Godbug x10,###,1 オオクワアゲハ,1 溶岩塊,3 アルビノエキス,10 不死虫
Aelucanth Thorax S : Rare Scarab x2,Butterfly Beetle x3,Vespoid Carapace x5,Godbug x10,###,2 マレコガネ,3 オオクワアゲハ,5 ランゴスタの堅殻,10 不死虫
Aelucanth Pleuron : Butterfly Beetle x1,Lava Nugget x1,Pale Extract x3,Godbug x10,###,1 オオクワアゲハ,1 溶岩塊,3 アルビノエキス,10 不死虫
Aelucanth Pleuron S : Rare Scarab x2,Butterfly Beetle x3,Vespoid Carapace x5,Godbug x10,###,2 マレコガネ,3 オオクワアゲハ,5 ランゴスタの堅殻,10 不死虫
Aelucanth Elytra S : Rare Scarab x2,Butterfly Beetle x3,Quality Stomach x4,Stinkhopper x10,###,2 マレコガネ,3 オオクワアゲハ,4 上質な腹袋,10 ボンバッタ
Aelucanth Alae S : Rare Scarab x2,Butterfly Beetle x3,Quality Stomach x4,Stinkhopper x10,###,2 マレコガネ,3 オオクワアゲハ,4 上質な腹袋,10 ボンバッタ
Aelucanth Crura : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x1,Snakebee Larva x10,###,1 オオクワアゲハ,1 溶岩塊,1 ドスヘラクレス,10 ツチハチノコ
Aelucanth Crura S : Rare Scarab x3,Butterfly Beetle x2,Hornetaur Carapace x5,Snakebee Larva x10,###,3 マレコガネ,2 オオクワアゲハ,5 カンタロスの堅殻,10 ツチハチノコ
Aelucanth Tarsi : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x1,Snakebee Larva x10,###,1 オオクワアゲハ,1 溶岩塊,1 ドスヘラクレス,10 ツチハチノコ
Aelucanth Tarsi S : Rare Scarab x3,Butterfly Beetle x2,Hornetaur Carapace x5,Snakebee Larva x10,###,3 マレコガネ,2 オオクワアゲハ,5 カンタロスの堅殻,10 ツチハチノコ
Aelucanth Brachia : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x1,Bitterbug x10,###,1 オオクワアゲハ,1 溶岩塊,1 ドスヘラクレス,10 にが虫
Aelucanth Manus : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x1,Bitterbug x10,###,1 オオクワアゲハ,1 溶岩塊,1 ドスヘラクレス,10 にが虫
Aelucanth Vertex S : Rare Scarab x3,Butterfly Beetle x2,Seltas Horn+ x2,Flashbug x10,###,3 マレコガネ,2 オオクワアゲハ,2 徹甲虫の尖角,10 光蟲
Aelucanth Clypeus S : Rare Scarab x3,Butterfly Beetle x2,Seltas Horn+ x2,Flashbug x10,###,3 マレコガネ,2 オオクワアゲハ,2 徹甲虫の尖角,10 光蟲
Aelucanth Elytra : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x2,Stinkhopper x10,###,1 オオクワアゲハ,1 溶岩塊,2 ドスヘラクレス,10 ボンバッタ
Aelucanth Alae : Butterfly Beetle x1,Lava Nugget x1,Hercudrome x2,Stinkhopper x10,###,1 オオクワアゲハ,1 溶岩塊,2 ドスヘラクレス,10 ボンバッタ
Aelucanth Brachia S : Rare Scarab x3,Butterfly Beetle x2,Bnahabra Carapace x5,Bitterbug x10,###,3 マレコガネ,2 オオクワアゲハ,5 飛甲虫の堅殻,10 にが虫
Aelucanth Manus S : Rare Scarab x3,Butterfly Beetle x2,Bnahabra Carapace x5,Bitterbug x10,###,3 マレコガネ,2 オオクワアゲハ,5 飛甲虫の堅殻,10 にが虫
Agnaktor Helm : Agnaktor Carapace x4,Agnaktor Beak x2,Agnaktor Hide+ x4,Ioprey L. Hide+ x4,###,4 炎戈竜の堅殻,2 炎戈竜の碇口,4 炎戈竜の上皮,4 イーオスの大上皮
Agnaktor Cap : Agnaktor Carapace x4,Agnaktor Beak x2,Agnaktor Hide+ x4,Ioprey L. Hide+ x4,###,4 炎戈竜の堅殻,2 炎戈竜の碇口,4 炎戈竜の上皮,4 イーオスの大上皮
Agnaktor Braces : Agnaktor Claw+ x4,Agnaktor Carapace x4,Agnaktor Tail x1,Lava Nugget x6,###,4 炎戈竜の鋭爪,4 炎戈竜の堅殻,1 炎戈竜の尻尾,6 溶岩塊
Agnaktor Guards : Agnaktor Claw+ x4,Agnaktor Carapace x4,Agnaktor Tail x1,Lava Nugget x6,###,4 炎戈竜の鋭爪,4 炎戈竜の堅殻,1 炎戈竜の尻尾,6 溶岩塊
Agnaktor Mail : Agnaktor Hide+ x4,Agnaktor Fin+ x2,Agnaktor Carapace x4,Firecell Stone x2,###,4 炎戈竜の上皮,2 炎戈竜の上ヒレ,4 炎戈竜の堅殻,2 獄炎石
Agnaktor Vest : Agnaktor Hide+ x4,Agnaktor Fin+ x2,Agnaktor Carapace x4,Firecell Stone x2,###,4 炎戈竜の上皮,2 炎戈竜の上ヒレ,4 炎戈竜の堅殻,2 獄炎石
Agnaktor Faulds : Agnaktor Fin+ x3,Agnaktor Scale x4,Uroktor Scale+ x8,Iodrome Hide x5,###,3 炎戈竜の上ヒレ,4 炎戈竜の燃鱗,8 溶岩獣の上鱗,5 イーオスの大皮
Agnaktor Coat : Agnaktor Fin+ x3,Agnaktor Scale x4,Uroktor Scale+ x8,Iodrome Hide x5,###,3 炎戈竜の上ヒレ,4 炎戈竜の燃鱗,8 溶岩獣の上鱗,5 イーオスの大皮
Agnaktor Greaves : Scalding Pleura+ x4,Agnaktor Hide+ x4,Agnaktor Claw+ x2,Ioprey Purple Scale+ x3,###,4 赤熱した堅胸殻,4 炎戈竜の上皮,2 炎戈竜の鋭爪,3 イーオスの上紫鱗
Agnaktor Leggings : Scalding Pleura+ x4,Agnaktor Hide+ x4,Agnaktor Claw+ x2,Ioprey Purple Scale+ x3,###,4 赤熱した堅胸殻,4 炎戈竜の上皮,2 炎戈竜の鋭爪,3 イーオスの上紫鱗
Akantor Hessian R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Scale+ x6,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,6 覇竜の上鱗,8 獰猛化素材(上位pts)
Akantor Boots R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Scale+ x6,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,6 覇竜の上鱗,8 獰猛化素材(上位pts)
Akantor Mask R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Spike x4,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,4 覇竜の大棘,8 獰猛化素材(上位pts)
Akantor Fangs R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Spike x4,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,4 覇竜の大棘,8 獰猛化素材(上位pts)
Akantor Cincture R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Carapace x6,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,6 覇竜の堅殻,8 獰猛化素材(上位pts)
Akantor Sash R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Carapace x6,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,6 覇竜の堅殻,8 獰猛化素材(上位pts)
Akantor Claws R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Hardclaw x5,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,5 覇竜の剛爪,8 獰猛化素材(上位pts)
Akantor Gauntlets R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Hardclaw x5,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,5 覇竜の剛爪,8 獰猛化素材(上位pts)
Akantor Mask : Akantor Spike x2,Akantor Scale+ x4,Akantor Carapace x6,Dinovaldo Red Chunk x4,###,2 覇竜の大棘,4 覇竜の上鱗,6 覇竜の堅殻,4 赤熱した紅焔嚢
Akantor Fangs : Akantor Spike x2,Akantor Scale+ x4,Akantor Carapace x6,Dinovaldo Red Chunk x4,###,2 覇竜の大棘,4 覇竜の上鱗,6 覇竜の堅殻,4 赤熱した紅焔嚢
Akantor Aegis : Akantor Tallfang x2,Akantor Spike x2,Akantor Scale+ x4,Scalding Pleura+ x4,###,2 覇竜の大牙,2 覇竜の大棘,4 覇竜の上鱗,4 赤熱した堅胸殻
Akantor Aegis R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Tallfang x5,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,5 覇竜の大牙,8 獰猛化素材(上位pts)
Akantor Plate : Akantor Tallfang x2,Akantor Spike x2,Akantor Scale+ x4,Scalding Pleura+ x4,###,2 覇竜の大牙,2 覇竜の大棘,4 覇竜の上鱗,4 赤熱した堅胸殻
Akantor Plate R : Large Dragon Crystal x1,Ferocious Fl. Scale x2,Akantor Tallfang x5,????? x8,###,1 大竜結晶,2 獰猛な炎鱗,5 覇竜の大牙,8 獰猛化素材(上位pts)
Akantor Cincture : Akantor Carapace x4,Akantor Tallfang x3,Akantor Tail x1,Inferno Sac x5,###,4 覇竜の堅殻,3 覇竜の大牙,1 覇竜の尻尾,5 爆炎袋
Akantor Sash : Akantor Carapace x4,Akantor Tallfang x3,Akantor Tail x1,Inferno Sac x5,###,4 覇竜の堅殻,3 覇竜の大牙,1 覇竜の尻尾,5 爆炎袋
Akantor Hessian : Akantor Scale+ x4,Akantor Hardclaw x4,Akantor Carapace x5,Rath Medulla x3,###,4 覇竜の上鱗,4 覇竜の剛爪,5 覇竜の堅殻,3 火竜の延髄
Akantor Boots : Akantor Scale+ x4,Akantor Hardclaw x4,Akantor Carapace x5,Rath Medulla x3,###,4 覇竜の上鱗,4 覇竜の剛爪,5 覇竜の堅殻,3 火竜の延髄
Akantor Claws : Akantor Hardclaw x4,Akantor Scale+ x4,Akantor Spike x2,Firecell Stone x5,###,4 覇竜の剛爪,4 覇竜の上鱗,2 覇竜の大棘,5 獄炎石
Akantor Gauntlets : Akantor Hardclaw x4,Akantor Scale+ x4,Akantor Spike x2,Firecell Stone x5,###,4 覇竜の剛爪,4 覇竜の上鱗,2 覇竜の大棘,5 獄炎石
Alloy Coil S : Fucium Ore x2,Carbalite Ore x2,Dragonite Ore x5,Bealite Ore x5,###,2 ユニオン鉱石,2 カブレライト鉱石,5 ドラグライト鉱石,5 ベアライト石
Alloy Coat S : Fucium Ore x2,Carbalite Ore x2,Dragonite Ore x5,Bealite Ore x5,###,2 ユニオン鉱石,2 カブレライト鉱石,5 ドラグライト鉱石,5 ベアライト石
Alloy Greaves : Bealite Ore x2,Machalite Ore x4,Iron Ore x2,###,2 ベアライト石,4 マカライト鉱石,2 鉄鉱石
Alloy Greaves S : Fucium Ore x2,Carbalite Ore x3,Firestone x3,Bealite Ore x5,###,2 ユニオン鉱石,3 カブレライト鉱石,3 紅蓮石,5 ベアライト石
Alloy Leggings : Bealite Ore x2,Machalite Ore x4,Iron Ore x2,###,2 ベアライト石,4 マカライト鉱石,2 鉄鉱石
Alloy Leggings S : Fucium Ore x2,Carbalite Ore x3,Firestone x3,Bealite Ore x5,###,2 ユニオン鉱石,3 カブレライト鉱石,3 紅蓮石,5 ベアライト石
Alloy Mail : Lightcrystal x1,Machalite Ore x3,Iron Ore x2,###,1 ライトクリスタル,3 マカライト鉱石,2 鉄鉱石
Alloy Mail S : Fucium Ore x2,Carbalite Ore x2,Machalite Ore x7,Iron Ore x10,###,2 ユニオン鉱石,2 カブレライト鉱石,7 マカライト鉱石,10 鉄鉱石
Alloy Mail R : Ferocious Proof 1 x1,Fucium Ore x5,Zinogre Carapace x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 雷狼竜の堅殻,5 獰猛化素材(上位pts)
Alloy Vest : Lightcrystal x1,Machalite Ore x3,Iron Ore x2,###,1 ライトクリスタル,3 マカライト鉱石,2 鉄鉱石
Alloy Vest S : Fucium Ore x2,Carbalite Ore x2,Machalite Ore x7,Iron Ore x10,###,2 ユニオン鉱石,2 カブレライト鉱石,7 マカライト鉱石,10 鉄鉱石
Alloy Vest R : Ferocious Proof 1 x1,Fucium Ore x5,Zinogre Carapace x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 雷狼竜の堅殻,5 獰猛化素材(上位pts)
Alloy Helm : Bealite Ore x2,Machalite Ore x3,Iron Ore x3,###,2 ベアライト石,3 マカライト鉱石,3 鉄鉱石
Alloy Cap : Bealite Ore x2,Machalite Ore x3,Iron Ore x3,###,2 ベアライト石,3 マカライト鉱石,3 鉄鉱石
Alloy Helm S : Fucium Ore x1,Carbalite Ore x3,Dragonite Ore x5,Disk Stone x3,###,1 ユニオン鉱石,3 カブレライト鉱石,5 ドラグライト鉱石,3 円盤石
Alloy Cap S : Fucium Ore x1,Carbalite Ore x3,Dragonite Ore x5,Disk Stone x3,###,1 ユニオン鉱石,3 カブレライト鉱石,5 ドラグライト鉱石,3 円盤石
Alloy Helm R : Ferocious Proof 1 x1,Fucium Ore x5,Lagiacrus Scale+ x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 海竜の上鱗,5 獰猛化素材(上位pts)
Alloy Cap R : Ferocious Proof 1 x1,Fucium Ore x5,Lagiacrus Scale+ x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 海竜の上鱗,5 獰猛化素材(上位pts)
Alloy Coil : Lightcrystal x1,Machalite Ore x2,Iron Ore x3,###,1 ライトクリスタル,2 マカライト鉱石,3 鉄鉱石
Alloy Coil R : Ferocious Proof 1 x1,Fucium Ore x5,Zamtrios Scale+ x6,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,6 化け鮫の上鱗,5 獰猛化素材(上位pts)
Alloy Coat : Lightcrystal x1,Machalite Ore x2,Iron Ore x3,###,1 ライトクリスタル,2 マカライト鉱石,3 鉄鉱石
Alloy Coat R : Ferocious Proof 1 x1,Fucium Ore x5,Zamtrios Scale+ x6,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,6 化け鮫の上鱗,5 獰猛化素材(上位pts)
Alloy Greaves R : Ferocious Proof 1 x1,Fucium Ore x5,S. Ceanataur Leg+ x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 鎌蟹の堅脚,5 獰猛化素材(上位pts)
Alloy Leggings R : Ferocious Proof 1 x1,Fucium Ore x5,S. Ceanataur Leg+ x5,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,5 鎌蟹の堅脚,5 獰猛化素材(上位pts)
Alloy Braces : Bealite Ore x2,Machalite Ore x2,Iron Ore x4,###,2 ベアライト石,2 マカライト鉱石,4 鉄鉱石
Alloy Braces S : Fucium Ore x3,Carbalite Ore x3,Machalite Ore x7,Earth Crystal x7,###,3 ユニオン鉱石,3 カブレライト鉱石,7 マカライト鉱石,7 大地の結晶
Alloy Braces R : Ferocious Proof 1 x1,Fucium Ore x5,H. Horuru Feather Scale+ x6,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,6 夜鳥の上羽鱗,5 獰猛化素材(上位pts)
Alloy Guards : Bealite Ore x2,Machalite Ore x2,Iron Ore x4,###,2 ベアライト石,2 マカライト鉱石,4 鉄鉱石
Alloy Guards S : Fucium Ore x3,Carbalite Ore x3,Machalite Ore x7,Earth Crystal x7,###,3 ユニオン鉱石,3 カブレライト鉱石,7 マカライト鉱石,7 大地の結晶
Alloy Guards R : Ferocious Proof 1 x1,Fucium Ore x5,H. Horuru Feather Scale+ x6,????? x5,###,1 獰猛化狩猟の証Ⅰ,5 ユニオン鉱石,6 夜鳥の上羽鱗,5 獰猛化素材(上位pts)
Arc Faulds R : Ferocious Scale x1,S.Magala Carapace x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の堅殻,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Coat R : Ferocious Scale x1,S.Magala Carapace x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の堅殻,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Helm : S.Magala Horn x2,S.Magala Scale x3,Pure Scale x2,Lightcrystal x2,###,2 天廻龍の角,3 天廻龍の鱗,2 純白の龍鱗,2 ライトクリスタル
Arc Cap : S.Magala Horn x2,S.Magala Scale x3,Pure Scale x2,Lightcrystal x2,###,2 天廻龍の角,3 天廻龍の鱗,2 純白の龍鱗,2 ライトクリスタル
Arc Helm S : S.Magala Horn+ x2,S.Magala Scale+ x4,S.Magala Shell x4,Novacrystal x2,###,2 天廻龍の尖角,4 天廻龍の上鱗,4 天廻龍の甲殻,2 ノヴァクリスタル
Arc Cap S : S.Magala Horn+ x2,S.Magala Scale+ x4,S.Magala Shell x4,Novacrystal x2,###,2 天廻龍の尖角,4 天廻龍の上鱗,4 天廻龍の甲殻,2 ノヴァクリスタル
Arc Cap R : Ferocious Scale x1,S.Magala Scale+ x5,Ferocious Horn+ x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛な尖角,8 天廻龍素材(pts)
Arc Faulds : S.Magala Horn x1,S.Magala Prismwing x2,S.Magala Shell x4,Lightcrystal x2,###,1 天廻龍の角,2 天廻龍の虹翼,4 天廻龍の甲殻,2 ライトクリスタル
Arc Faulds S : S.Magala Prismwing+ x2,S.Magala Carapace x5,S.Magala Tail x1,Novacrystal x3,###,2 天廻龍の上虹翼,5 天廻龍の堅殻,1 天廻龍の尻尾,3 ノヴァクリスタル
Arc Coat S : S.Magala Prismwing+ x2,S.Magala Carapace x5,S.Magala Tail x1,Novacrystal x3,###,2 天廻龍の上虹翼,5 天廻龍の堅殻,1 天廻龍の尻尾,3 ノヴァクリスタル
Arc Braces S : S.Magala Caress+ x3,S.Magala Scale+ x2,S.Magala Carapace x5,S.Magala Prismwing x2,###,3 天廻龍の鋭浄爪,2 天廻龍の上鱗,5 天廻龍の堅殻,2 天廻龍の虹翼
Arc Guards S : S.Magala Caress+ x3,S.Magala Scale+ x2,S.Magala Carapace x5,S.Magala Prismwing x2,###,3 天廻龍の鋭浄爪,2 天廻龍の上鱗,5 天廻龍の堅殻,2 天廻龍の虹翼
Arc Mail R : Ferocious Scale x1,S.Magala Carapace x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の堅殻,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Vest R : Ferocious Scale x1,S.Magala Carapace x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の堅殻,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Coat : S.Magala Horn x1,S.Magala Prismwing x2,S.Magala Shell x4,Lightcrystal x2,###,1 天廻龍の角,2 天廻龍の虹翼,4 天廻龍の甲殻,2 ライトクリスタル
Arc Leggings S : S.Magala Carapace x5,S.Magala Scale+ x4,S.Magala Caress+ x3,Monster Hardbone x6,###,5 天廻龍の堅殻,4 天廻龍の上鱗,3 天廻龍の鋭浄爪,6 堅竜骨
Arc Helm R : Ferocious Scale x1,S.Magala Scale+ x5,Ferocious Horn+ x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛な尖角,8 天廻龍素材(pts)
Arc Mail : S.Magala Scale x3,S.Magala Prismwing x2,S.Magala Shell x3,S.Magala Tail x1,###,3 天廻龍の鱗,2 天廻龍の虹翼,3 天廻龍の甲殻,1 天廻龍の尻尾
Arc Mail S : S.Magala Scale+ x3,S.Magala Prismwing+ x2,Pure Scale x1,Fucium Ore x3,###,3 天廻龍の上鱗,2 天廻龍の上虹翼,1 純白の龍鱗,3 ユニオン鉱石
Arc Vest : S.Magala Scale x3,S.Magala Prismwing x2,S.Magala Shell x3,S.Magala Tail x1,###,3 天廻龍の鱗,2 天廻龍の虹翼,3 天廻龍の甲殻,1 天廻龍の尻尾
Arc Vest S : S.Magala Scale+ x3,S.Magala Prismwing+ x2,Pure Scale x1,Fucium Ore x3,###,3 天廻龍の上鱗,2 天廻龍の上虹翼,1 純白の龍鱗,3 ユニオン鉱石
Arc Greaves : S.Magala Shell x3,S.Magala Scale x1,S.Magala Caress x3,Monster Bone+ x4,###,3 天廻龍の甲殻,1 天廻龍の鱗,3 天廻龍の浄爪,4 上竜骨
Arc Greaves S : S.Magala Carapace x5,S.Magala Scale+ x4,S.Magala Caress+ x3,Monster Hardbone x6,###,5 天廻龍の堅殻,4 天廻龍の上鱗,3 天廻龍の鋭浄爪,6 堅竜骨
Arc Greaves R : Ferocious Scale x1,S.Magala Scale+ x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Leggings : S.Magala Shell x3,S.Magala Scale x1,S.Magala Caress x3,Monster Bone+ x4,###,3 天廻龍の甲殻,1 天廻龍の鱗,3 天廻龍の浄爪,4 上竜骨
Arc Leggings R : Ferocious Scale x1,S.Magala Scale+ x5,Feroc. Gore Magala Scale x1,????? x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛化黒蝕竜鱗,8 天廻龍素材(pts)
Arc Braces : S.Magala Caress x2,S.Magala Scale x2,S.Magala Shell x4,Dragonite Ore x3,###,2 天廻龍の浄爪,2 天廻龍の鱗,4 天廻龍の甲殻,3 ドラグライト鉱石
Arc Braces R : Ferocious Scale x1,S.Magala Scale+ x5,Ferocious Claw+ x1,Shagaru Materials x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛な尖爪,8 天廻龍素材
Arc Guards : S.Magala Caress x2,S.Magala Scale x2,S.Magala Shell x4,Dragonite Ore x3,###,2 天廻龍の浄爪,2 天廻龍の鱗,4 天廻龍の甲殻,3 ドラグライト鉱石
Arc Guards R : Ferocious Scale x1,S.Magala Scale+ x5,Ferocious Claw+ x1,Shagaru Materials x8,###,1 獰猛な蝕龍鱗,5 天廻龍の上鱗,1 獰猛な尖爪,8 天廻龍素材
Archer's Girdle : Bronze Guild Ticket x1,Nibel Carapace x5,Thunder Sac x4,Rhenoplos Shell x8,###,1 ギルドチケット,5 潜口竜の堅殻,4 電撃袋,8 草食竜の甲殻
Archer's Turban : Bronze Guild Ticket x1,Cephalos Fang+ x4,Inferno Sac x4,Konchu Shell x8,###,1 ギルドチケット,4 砂竜の鋭牙,4 爆炎袋,8 盾虫の甲殻
Archer's Espadrilles : Bronze Guild Ticket x1,Tigrex Carapace x4,Wyvern Gem x1,Genprey Hide x10,###,1 ギルドチケット,4 轟竜の堅殻,1 竜玉,10 ゲネポスの皮
Archer's Gauntlets : Bronze Guild Ticket x1,Seregios Carver x3,Freezer Sac x4,Jaggi Scale x12,###,1 ギルドチケット,3 千刃竜の刻爪,4 凍結袋,12 ジャギィの鱗
Archer's Belt : Bronze Guild Ticket x1,Hermitaur Claw+ x4,Torrent Sac x4,Sml Hermitaur Shell x10,###,1 ギルドチケット,4 盾蟹の尖爪,4 大水袋,10 盾蟹の小殻
Armored Front Jacket : Crows Coin x1,Garuga Scale+ x4,Nargacuga Pelt+ x2,High-quality Pelt x4,###,1 クローズコイン,4 黒狼鳥の上鱗,2 迅竜の上黒毛,4 上質な毛皮
Armored Front Riders : Crows Coin x1,Garuga Scale+ x4,Nargacuga Pelt+ x2,High-quality Pelt x4,###,1 クローズコイン,4 黒狼鳥の上鱗,2 迅竜の上黒毛,4 上質な毛皮
Artian Helm S : Ancient Fragment x1,Rusted Fragment x2,Firecell Stone x3,Dragonite Ore x4,###,1 太古の破片,2 さびた破片,3 獄炎石,4 ドラグライト鉱石
Artian Cap S : Ancient Fragment x1,Rusted Fragment x2,Firecell Stone x3,Dragonite Ore x4,###,1 太古の破片,2 さびた破片,3 獄炎石,4 ドラグライト鉱石
