Blow Jewel :  1 Sunspire Jewel, 1 Rathalos Webbng, 1 Rathian Spike
Blow Jewel :  1 Lazurite Jewel, 1 Akantor Fang, 1 Rathalos Ruby
Bash Jewel :  1 Sunspire Jewel, 1 Dobol Kelp, 2 Dobol Shell
Bash Jewel :  1 Lazurite Jewel, 1 Ukanlos Claw, 1 Rathian Ruby
Magazine Jewel :  1 Sunspire Jewel, 1 Mohran Brace, 2 Tigrex Claw
Magazine Jewel :  1 Lazurite Jewel, 1 Mohran Brace+, 1 Wyvern Stone
Charger Jewel :  1 Sunspire Jewel, 1 Hapul Claw, 2 Barroth Ridge
Charger Jewel :  1 Lazurite Jewel, 1 Mohran Carapace, 2 SandBariothShl
Full Release Jewel :  1 Sunspire Jewel, 1 Jinouga Horn, 2 Barioth Spike
Full Release Jewel :  1 Lazurite Jewel, 1 Amatsu Horn, 2 Grn Narga Pelt
KO Jewel :  1 Sunspire Jewel, 2 Monster Bone+, 1 Renoplos Scalp
KO Jewel :  1 Sunspire Jewel, 2 Diablos Ridge, 2 Great Swallowtail
Exhaust Jewel :  1 Sunspire Jewel, 1 Barroth Claw, 1 Monster Bone M
Exhaust Jewel :  1 Sunspire Jewel, 2 Narga TailSpike, 1 HotSpringTicket
Potential Jewel :  1 Sunspire Jewel, 2 Mossy Carapace
Potential Jewel :  1 Bloodrun Jewel, 2 Ice Barroth Ridge, 2 Urkusus Ear+
Bombardier Jewel :  1 Sunspire Jewel, 1 Flintstone, 1 Great Jaggi Hide
Flute Jewel :  1 Sunspire Jewel, 1 Strange Beak, 1 Flute
Gunnery Jewel :  1 Sunspire Jewel, 1 Isisium, 2 Barrel Bomb L+
Defense Jewel :  1 Aquaglow Jewel, 1 Aoashira Shell, 2 Adamant Seed
Defense Jewel :  1 Sunspire Jewel, 2 Uragaan Shell, 2 Armorskin
Fire Res Jewel :  1 Aquaglow Jewel, 5 Fire Herb
Fire Res Jewel+ :  1 Sunspire Jewel, 2 Flame Sac, 3 Monster Bone L
Water Res Jewel :  1 Aquaglow Jewel, 5 Whetfish
Water Res Jewel+ :  1 Sunspire Jewel, 2 Water Sac, 3 Monster Bone L
ThundrRes Jewel :  1 Aquaglow Jewel, 3 Thunderbug
ThundrRes Jewel+ :  1 Sunspire Jewel, 1 Jinouga Conductor, 1 Monster Bone L
Ice Res Jewel :  1 Aquaglow Jewel, 5 Ice Crystal
Ice Res Jewel+ :  1 Sunspire Jewel, 2 Urkusus Claw, 3 Monster Bone L
DragonRes Jewel :  1 Aquaglow Jewel, 2 Dragonfell Berry
DragonRes Jewel+ :  1 Bloodrun Jewel, 1 Drgonbone Relic, 2 Sharp Bone
Protection Jewel :  1 Sunspire Jewel, 2 Rathian Shell
Asylum Jewel :  1 Lazurite Jewel, 2 Gld Rathian Cpc, 1 Yukumo Ticket
Handicraft Jewel :  1 Sunspire Jewel, 1 Sturdy Fang, 2 Agnaktor Claw
Handicraft Jewel :  1 Lazurite Jewel, 1 Amatsu Claw, 1 Deviljho Gem
Fencer Jewel :  1 Sunspire Jewel, 1 ElderDragonBlood
Fencer Jewel :  1 Lazurite Jewel, 2 Ukanlos Shell, 1 Tigrex Agito
Razor Jewel :  1 Sunspire Jewel, 1 Agnaktor Fin, 1 Jinouga Shell
Razor Jewel :  1 Lazurite Jewel, 1 Agnaktor Fin+, 2 Fearsome Maw
Draw Jewel :  1 Sunspire Jewel, 1 Twisted Horn, 2 Diablos Shell
Draw Jewel :  1 Lazurite Jewel, 1 Diablos Ridge+, 1 Ice Barroth Shell
Gambit Jewel :  1 Sunspire Jewel, 1 Uragaan Scute, 2 Monster Bone+
Gambit Jewel :  1 Lazurite Jewel, 1 MajesticBlkHorn, 1 Barioth Carapce
Iron Wall Jewel :  1 Sunspire Jewel, 2 Barroth Shell
Iron Wall Jewel :  1 Sunspire Jewel, 1 Agnaktor Beak, 3 Agnaktor Shell
Shield Jewel :  1 Sunspire Jewel, 2 Fire Stone
Shield Jewel :  1 Bloodrun Jewel, 1 FrznAgnaktor Shl, 3 Firecell Stone
Grinder Jewel :  1 Aquaglow Jewel, 1 Great Jaggi Claw, 1 Machalite Ore
Forceshot Jewel :  1 Sunspire Jewel, 2 Monster Bone+, 5 Popfish
Forceshot Jewel :  1 Lazurite Jewel, 2 Agnaktor Carpce, 2 Sharp Bone
Pierce Jewel :  1 Sunspire Jewel, 1 Uragaan Jaw, 2 Hercudrome
Pierce Jewel :  1 Lazurite Jewel, 1 Uragaan Ruby, 2 King Scarab
Pellet Jewel :  1 Sunspire Jewel, 2 Isisium, 5 Wyvern Fang
Pellet Jewel :  1 Lazurite Jewel, 1 Steel Uragaan Scute, 2 Gracium
ShotPlus Jewel :  1 Aquaglow Jewel, 2 Monster Bone M
ShotPlus Jewel :  1 Sunspire Jewel, 2 Monster Bone+, 2 Large Beltfish
PiercPlus Jewel :  1 Sunspire Jewel, 2 Dragonite Ore
PelletPlus Jewel :  1 Sunspire Jewel, 2 Hapul Shell
CragPlus Jewel :  1 Sunspire Jewel, 2 Rathalos Shell
ClustPlus Jewel :  1 Sunspire Jewel, 2 Uragaan Scale
SlicePlus Jewel :  1 Aquaglow Jewel, 2 Urkusus Pelt
Salvo Jewel :  1 Sunspire Jewel, 2 Tigrex Fang, 2 Barioth Claw
Salvo Jewel :  1 Lazurite Jewel, 2 Ukanlos Jaw, 1 Rathalos Plate
Quickload Jewel :  1 Sunspire Jewel, 3 Pelagicite Ore
Quickload Jewel :  1 Sunspire Jewel, 2 Nargacuga Fang, 2 Lightcrystal
Absorber Jewel :  1 Sunspire Jewel, 1 Barroth Scalp, 1 R.Ludroth Crest
Absorber Jewel :  1 Lazurite Jewel, 2 Dobol Tail+, 2 Blk Blos Ridge
Sniper Jewel :  1 Aquaglow Jewel, 2 Unknown Skull
ParaPlus Jewel :  1 Sunspire Jewel, 1 Paralysis Sac
ParaPlus Jewel :  1 Bloodrun Jewel, 1 ThndrGiggi Hide, 1 Immobile Sac
SleepPlus Jewel :  1 Sunspire Jewel, 1 Sleep Sac
PoisonPlus Jewel :  1 Sunspire Jewel, 1 Poison Sac
PowerPlus Jewel :  1 Sunspire Jewel, 2 Uroktor Scale, 5 Nitroshroom
PowerPlus Jewel :  1 Bloodrun Jewel, 1 Uroktor Scale+, 1 Lava Chunk
CloseRPlus Jewel :  1 Sunspire Jewel, 1 R.Ludro Scale, 1 Immature Sponge
ExhausPlus Jewel :  1 Sunspire Jewel, 2 Sin Sardine, 1 Monster Bone L
Evade Jewel :  1 Sunspire Jewel, 2 Urkusus Belly, 2 Killer Beetle
Evade Jewel :  1 Lazurite Jewel, 2 SandBariothPlt, 2 Urkusus Pelt+
Jumping Jewel :  1 Sunspire Jewel, 2 Black Narga Plt, 2 Bnahabra Wing
Jumping Jewel :  1 Lazurite Jewel, 2 Grn Narga Wing, 2 Qurupeco Wing
Sheathe Jewel :  1 Sunspire Jewel, 1 Unari Shellfish, 1 Altaroth Stomach
Sheathe Jewel :  1 Bloodrun Jewel, 1 Diablos Carapce, 2 Quality Sac
TrapMaster Jewel :  1 Sunspire Jewel, 1 Velvety Hide, 1 Shock Trap
Gobbler Jewel :  1 Sunspire Jewel, 1 Hapul Hide, 2 Aoashira Brace
Gobbler Jewel :  1 Lazurite Jewel, 2 Deviljho Fang, 2 Tigrex Fang+
Steadfast Jewel :  1 Aquaglow Jewel, 3 Bird Wyvern Fang
Steadfast Jewel+ :  1 Sunspire Jewel, 1 King's Frill, 2 Aoashira Pelt
Paralysis Jewel :  1 Aquaglow Jewel, 2 Bnahabra Shell
Paralysis Jewel :  1 Sunspire Jewel, 2 Rangurotora Claw, 2 Monster Fluid
Pep Jewel :  1 Aquaglow Jewel, 2 Baggi Hide
Pep Jewel :  1 Sunspire Jewel, 1 Leader's Crest, 2 Warm Pelt
Antidote Jewel :  1 Aquaglow Jewel, 2 Froggi Hide
Antidote Jewel :  1 Sunspire Jewel, 2 Great Frggi Arm, 2 Screamer
Solid Jewel :  1 Aquaglow Jewel, 2 Adamant Seed, 2 Catalyst
Alarm Jewel :  1 Aquaglow Jewel, 3 Felvine
AntiStick Jewel :  1 Aquaglow Jewel, 2 Rhenoplos Shell
AntiStick Jewel+ :  1 Sunspire Jewel, 1 Rangrtora Scute, 2 Bealite Ore
Antisept Jewel :  1 Aquaglow Jewel, 2 Ludroth Hide
Antisept Jewel+ :  1 Sunspire Jewel, 1 Spongy Hide, 2 Earth Crystal
Footing Jewel :  1 Aquaglow Jewel, 1 Fertile Mud
Footing Jewel+ :  1 Sunspire Jewel, 1 Hapul Scalp, 2 Carpenterbug
Breeze Jewel :  1 Aquaglow Jewel, 3 Ice Crystal
Warmth Jewel :  1 Aquaglow Jewel, 2 Baggi Scale
Earplug Jewel :  1 Sunspire Jewel, 1 Rathian Webbing, 2 Urkusus Ear
Earplug Jewel :  1 Lazurite Jewel, 2 Dark Tigrex Fang, 2 Uncanny Hide+
Anti-Wind Jewel :  1 Sunspire Jewel, 1 Jinouga Claw, 2 Dragonite Ore
Anti-Wind Jewel :  1 Bloodrun Jewel, 1 Sapphire Fang, 3 Carbalite Ore
Friendship Jewel :  1 Aquaglow Jewel, 1 Qurupeco Feathr
Friendship Jewel :  1 Bloodrun Jewel, 1 Red Qurpeco Wng, 2 Lifepowder
Ninja Jewel :  1 Aquaglow Jewel, 2 Anteka Antlers
Professor Jewel :  1 Aquaglow Jewel, 1 Book of Combos 1, 1 Gagua Feather
Enduring Jewel :  1 Aquaglow Jewel, 1 Big Fin
Dung Jewel :  1 Aquaglow Jewel, 2 Dung Bomb
Factory Jewel :  1 Aquaglow Jewel, 1 Small Goldenfish
Transportr Jewel :  1 Aquaglow Jewel, 1 Dash Extract
Gathering Jewel :  1 Aquaglow Jewel, 2 Pepiper Pumpkin
Spree Jewel :  1 Aquaglow Jewel, 1 Pepiper Pumpkin, 2 Monster Bone S
Blessing Jewel :  1 Aquaglow Jewel, 2 Iron Ore
Hunter Jewel :  1 Aquaglow Jewel, 1 Sushifish, 2 Raw Meat
Psychic Jewel :  1 Aquaglow Jewel, 1 Vivid Feather
Perception Jewel :  1 Aquaglow Jewel, 1 Zuwaroposu Hide, 1 Binoculars
Fate Jewel :  1 Bloodrun Jewel, 1 Brd Wyvern Gem, 2 Silver Egg
Fate Jewel :  1 Lazurite Jewel, 2 GldRathianSpike, 2 Golden Egg
Capture Jewel :  1 Bloodrun Jewel, 1 Commendation, 1 Jinouga Fur
Capture Jewel :  1 Lazurite Jewel, 2 Commendation+, 1 Jinouga Plate
Carver Jewel :  1 Bloodrun Jewel, 1 Deviljho Hide
Carver Jewel :  1 Lazurite Jewel, 1 Amatsu Webbing, 1 Earh Dragongem
Resistor Jewel :  1 Lazurite Jewel, 2 Alatreon Plate
Resistor Jewel :  1 Lazurite Jewel, 1 Skypiercer
Fortitude Jewel :  1 Sunspire Jewel, 1 Inviation to Arms
Fortitude Jewel :  1 Bloodrun Jewel, 1 White Crow Quill
